codequipo,solicitante,ubicacion,municipio,provincia,lat,lon,tipoInstalacion
2219,Concello de PALAS de REI,Centro de Salud PALAS de REI,PALAS DE REI,LUGO,42.8744,-7.8604,Otros
2220,Concello de CERCEDA,Base de Proteccion Civil,CERCEDA,A CORUÑA,43.1886,-8.4791,Protección civil (no amb.)
2221,C.T.A.G.,C. T. A. G.,"PORRIÑO, O",PONTEVEDRA,42.1036,-8.6180,En empresa privada
2222,Proteccion Civil de CALDAS de REIS,Base de Proteccion Civil (Casa do Concello),CALDAS DE REIS,PONTEVEDRA,42.6025,-8.6422,Protección civil (no amb.)
2223,Concello de RIÓS,Casa do concello de RIÓS,RIOS,OURENSE,41.9983,-7.3111,Otros
2224,CLINICA MEDICA CONCEPCION ARENAL,Clinica Concepción Arenal,LUGO,LUGO,43.0153,-7.5600,En empresa privada
2225,CONSORCIO PROVINCIAL BOMBEROS DE PONTEVEDRA,Base Bomberos VILAGARCIA AROSA,VILAGARCIA DE AROUSA,PONTEVEDRA,42.5941,-8.7708,Otros
2226,CONSORCIO PROVINCIAL BOMBEROS DE PONTEVEDRA,Base Bomberos RIBADUMIA,RIBADUMIA,PONTEVEDRA,42.5222,-8.7797,Otros
2227,CONSORCIO PROVINCIAL BOMBEROS DE PONTEVEDRA,Base Bomberos DO MORRAZO,BUEU,PONTEVEDRA,42.3061,-8.7921,Otros
2228,CONSORCIO PROVINCIAL BOMBEROS DE PONTEVEDRA,Base Bomberos PORRINO,"PORRIÑO, O",PONTEVEDRA,42.1141,-8.6263,Otros
2229,Proteccion Civil de CALDAS de REIS,Base de Proteccion Civil (Casa do Concello),CALDAS DE REIS,PONTEVEDRA,42.6025,-8.6422,Protección civil (no amb.)
2230,Concello de Cervo,Pabellon Deportes de San Cibrao,CERVO,LUGO,43.6919,-7.4386,En instalaciones deportivas
2231,Concello de RIBEIRA,Base de Proteccion Civil (vehiculo),RIBEIRA,A CORUÑA,42.5547,-8.9930,Protección civil (no amb.)
2232,Concello de MONTERROSO,BASE do G.E.S.,MONTERROSO,LUGO,42.7979,-7.8168,Protección civil (no amb.)
2233,Concello de A GUARDA,BASE do G.E.S.,"GUARDA, A",PONTEVEDRA,41.9005,-8.8633,Protección civil (no amb.)
2234,Concello de QUIROGA,Pabellón polideportivo municipal,QUIROGA,LUGO,42.4739,-7.2679,En instalaciones deportivas
2235,Concello de SANTA COMBA,Pabellon polideportivo de A Fontela,SANTA COMBA,A CORUÑA,43.0316,-8.8124,En instalaciones deportivas
2236,"Sanitaria Lucense de Transportes, S.L. (Salutrans)",Colegio Maristas La Inmaculada (conserjeria),LUGO,LUGO,43.0080,-7.5552,En centros docentes
2237,Concello de Outeiro de Rei,Campo de futbol (sala de trofeos),OUTEIRO DE REI,LUGO,43.1049,-7.6044,En instalaciones deportivas
2238,Concello de Outeiro de Rei,Casa do Concello (entrada principal),OUTEIRO DE REI,LUGO,43.1019,-7.6135,Otros
2239,Concello de Outeiro de Rei,Pabellon polideportivo municipal,OUTEIRO DE REI,LUGO,43.1058,-7.6158,En instalaciones deportivas
2240,Concello de LOBIOS,BASE do G.E.S.,LOBIOS,OURENSE,41.9016,-8.0808,Protección civil (no amb.)
2241,Concello do INCIO,Campo de fútbol Municipal Carboeiro (fora dos vestiarios),"INCIO, O",LUGO,42.6527,-7.3700,En instalaciones deportivas
2242,IES Espiñeira,IES Espiñeira (conserxería),BOIRO,A CORUÑA,42.6563,-8.8819,En centros docentes
2243,ADACECO (Asociación de daño cerebral adquirido),Sede ADACECO (entrada),"CORUÑA, A",A CORUÑA,43.3441,-8.3841,Otros
2244,Concello de Sanxenxo,Camion de BOMBEROS (Servicio local de emergencias y Proteccion Civil),SANXENXO,PONTEVEDRA,42.4002,-8.8280,Otros
2248,Concello de Sanxenxo,Casa do Concello,SANXENXO,PONTEVEDRA,42.4002,-8.8063,Otros
2249,ENXEBRE (vivienda comunitaria),ENXEBRE (vivienda comunitaria),RODEIRO,PONTEVEDRA,42.6591,-7.9305,En empresa privada
2250,Concello de VILARDEVOS,CASA DA CULTURA (entrada),VILARDEVOS,OURENSE,41.9224,-7.2916,Otros
2252,POLICIA NACIONAL DE VIGO,COMISARIA POLICIA NACIONAL VIGO (entrada),VIGO,PONTEVEDRA,42.2247,-8.7302,Otros
2254,Concello de NEGREIRA,Base de PROTECCION CIVIL,NEGREIRA,A CORUÑA,42.9108,-8.7338,Protección civil (no amb.)
2255,Concello de VILAMARTIN de VALDEORRAS,Edificio municipal VIA NOVA,VILAMARTIN DE VALDEORRAS,OURENSE,42.4141,-7.0622,Protección civil (no amb.)
2256,IES Monte Neme,IES Monte Neme (entrada principal),CARBALLO,A CORUÑA,43.2123,-8.7051,En centros docentes
2258,DALPHI METAL ESPAÑA S. A.,DALPHI METAL ESPAÑA S.A. (en nave almacenaje),"PORRIÑO, O",PONTEVEDRA,42.1240,-8.6221,En empresa privada
2259,Colegio Lar,Colexio Lar (secretaria),MOS,PONTEVEDRA,42.2071,-8.6602,En centros docentes
2260,PROTECCION CIVIL do Concello de OURENSE,Base de Proteccion Civil,OURENSE,OURENSE,42.3480,-7.8777,Protección civil (no amb.)
2263,Concello de Mugardos,Base del G.E. S.,MUGARDOS,A CORUÑA,43.4586,-8.2378,Protección civil (no amb.)
2265,ASOCIACION SOCIOCULTURAL BOMBEIROS DE GALICIA,A.S.C Bombeiros de Galicia,ARZUA,A CORUÑA,42.9432,-8.1605,Otros
2266,CEIP Plurilingüe Celso Emilio Ferreiro,CEIP Plurilingüe Celso Emilio Ferreiro (entrada principal),CERCEDA,A CORUÑA,43.1552,-8.5688,En centros docentes
2267,ACEITES ABRIL S. L.,Aceites ABRIL S. L. (recepcion),SAN CIBRAO DAS VIÑAS,OURENSE,42.2862,-7.8185,En empresa privada
2268,Mancomunidad intermunicipal voluntaria DO RIBEIRO,Base de Proteccion Civil do Ribeiro,BEADE,OURENSE,42.3344,-8.1233,Protección civil (no amb.)
2269,"Mancomunidade Intermunicipal ""Terra de Celanova""",Base Mancomunidade Terra de Celanova,CELANOVA,OURENSE,42.1466,-7.9561,Protección civil (no amb.)
2270,Concello de COLES,Base de Proteccion Civil,COLES,OURENSE,42.4108,-7.8383,Protección civil (no amb.)
2271,PROTECCiON CIVIL DE VILABOA,Base de Proteccion Civil,VILABOA,PONTEVEDRA,42.3611,-8.6405,Protección civil (no amb.)
2272,"LIDL Supermercados, S.A. U.",LIDL (almacen de mercancias),NARON,A CORUÑA,43.5369,-8.2011,En empresa privada
2273,Concello de MALPICA,Pabellon polideportivo municipal,MALPICA DE BERGANTIÑOS,A CORUÑA,43.3209,-8.8182,En instalaciones deportivas
2274,Concello de XINZO DE LIMIA,Piscina municipal (vestíbulo),XINZO DE LIMIA,OURENSE,42.0572,-7.7297,En piscina pública
2275,Deputación Provincial de Lugo,Pazo provincial dos Deportes,LUGO,LUGO,42.9911,-7.5475,En instalaciones deportivas
2276,Partido Popular OURENSE,Sede del PP Ourense (entresuelo),OURENSE,OURENSE,42.3405,-7.8669,Otros
2277,Rectorado da Universidade da Coruña,EDIFICIO NORMAL (Centro Cultural de Riazor),"CORUÑA, A",A CORUÑA,43.3694,-8.4213,En centros docentes
2278,IES A Guía,IES A Guía (planta baja),VIGO,PONTEVEDRA,42.2533,-8.6988,En centros docentes
2279,CIFP Someso,CIFP Someso,"CORUÑA, A",A CORUÑA,43.3382,-8.4113,En centros docentes
2280,Concello de CHANDREXA DE QUEIXA,Casa do Concello,CHANDREXA DE QUEIXA,OURENSE,42.2402,-7.4261,Administraciones o instituciones públicas
2282,CPR San Fermin- Padres Somascos,CPR San Fermín - Padres Somascos,CALDAS DE REIS,PONTEVEDRA,42.6050,-8.6475,En centros docentes
2283,"Mina ""Sonia""","Mina ""Sonia""",MAÑON,A CORUÑA,43.7484,-7.7078,En empresa privada
2284,Concello de OURENSE,Parque de Bomberos Municipal,OURENSE,OURENSE,42.3480,-7.8786,Otros
2286,Piscina Municipal CAMBADOS,Piscina municipal (recepción),CAMBADOS,PONTEVEDRA,42.5227,-8.8155,En piscina pública
2287,Serviocio BeOne MONTERREAL,BeOne MONTERREAL (recepción),BAIONA,PONTEVEDRA,42.1051,-8.8182,En instalaciones deportivas
2290,Cruz Roja Española,BASE SALVAMENTO MARÍTIMO,"CORUÑA, A",A CORUÑA,43.3697,-8.3886,Cruz roja (no amb.)
2291,MARTINEZ OTERO CONTRACT S. L.,MARTINEZ OTERO ESTRUCTURAS S. L.,"ESTRADA, A",PONTEVEDRA,42.6820,-8.5242,En empresa privada
2293,Piscina municipal da RAMALLOSA (TEO),Piscina municipal da Ramallosa (botiquín),TEO,A CORUÑA,42.7913,-8.5514,En piscina pública
2294,Concello de Arteixo,Complexo Deportivo Municipal de ARTEIXO (recepción),ARTEIXO,A CORUÑA,43.3088,-8.5088,En instalaciones deportivas
2296,FERROGLOBE,MINA SERRABAL (oficinas),VEDRA,A CORUÑA,42.7833,-8.4333,En empresa privada
2297,FERROGLOBE,MINA SERRABAL (vestuarios),VEDRA,A CORUÑA,42.7914,-8.4183,En empresa privada
2298,FERROGLOBE,Establecimiento de beneficio minero de TORDOIA (vestuarios),TORDOIA,A CORUÑA,43.0888,-8.5378,En empresa privada
2301,Dirección GUARDIA CIVIL,Comandancia GUARDIA CIVIL (planta baja bloque 1),OURENSE,OURENSE,42.3288,-7.8438,Otros
2302,Dirección GUARDIA CIVIL,Cuartel de la GUARDIA CIVIL,VERIN,OURENSE,41.9396,-7.4477,Otros
2303,Comandancia GUARDIA CIVIL de PONTEVEDRA,Acuartelamiento de la Guardia Civil de Vigo,VIGO,PONTEVEDRA,42.2241,-8.7258,Otros
2309,TOP RESCUE S. L.,Playa Miño (posto de salvamento),MIÑO,A CORUÑA,43.3560,-8.2129,En playa
2310,Concello BARREIROS,Pabellon polideportivo municipal,BARREIROS,LUGO,43.5459,-7.2294,En instalaciones deportivas
2311,Concello BARREIROS,Playa de COTO (puesto socorrismo),BARREIROS,LUGO,43.5633,-7.2194,En playa
2312,CONSORCIO PROVINCIAL CONTRA INCENDIOS,Parque de Bomberos de VERIN (vestibulo),VERIN,OURENSE,41.9299,-7.4647,Otros
2313,CONSORCIO PROVINCIAL CONTRA INCENDIOS,Parque de Bomberos de VALDEORRAS (vestibulo),"RUA, A",OURENSE,42.3888,-7.1363,Otros
2314,CONSORCIO PROVINCIAL CONTRA INCENDIOS,Parque de Bomberos de O CARBALLIÑO (sala de control),"CARBALLIÑO, O",OURENSE,42.4391,-8.0544,Otros
2315,CONSORCIO PROVINCIAL CONTRA INCENDIOS,Parque de Bomberos de A LIMIA (vestibulo),XINZO DE LIMIA,OURENSE,42.0780,-7.7344,Otros
2316,ALLIANCE HEALTHCARE ESPAÑA S.A.,ALLIANCE HEALTHCARE S. A.,MEIS,PONTEVEDRA,42.5297,-8.6986,En empresa privada
2317,AGUAS de CABREIROÁ,AGUAS CABREIROA (pabellon-sala de capataces),VERIN,OURENSE,41.9272,-7.4250,En empresa privada
2318,Concello de PONTECESO,Base logistica del GES,PONTECESO,A CORUÑA,43.2544,-8.8694,Protección civil (no amb.)
2320,Concello de Arteixo,Pabellon colegio PONTE DOS BROZOS,ARTEIXO,A CORUÑA,43.3080,-8.5102,En instalaciones deportivas
2321,Concello de Arteixo,Polideportivo municipal de GALÁN,ARTEIXO,A CORUÑA,43.3272,-8.4811,En instalaciones deportivas
2324,GUARDIA CIVIL RIBADEO,Cuartel Guardia Civil (entrada principal),RIBADEO,LUGO,43.5386,-7.0552,Otros
2325,Concello de BRION,Piscina Municipal (recepción),BRION,A CORUÑA,42.8632,-8.6756,En piscina pública
2326,OCASO S. A.,OCASO SEGUROS A CORUÑA,"CORUÑA, A",A CORUÑA,43.3672,-8.4038,En empresa privada
2327,REAL AEROCLUB LUGO,AEROCLUB LUGO (caseta da piscina),CASTRO DE REI,LUGO,43.1123,-7.4607,En instalaciones deportivas
2328,REAL CLUB GOLF de LA CORUÑA,CASA CLUB del Real Club de Golf (en el hall),"CORUÑA, A",A CORUÑA,43.3038,-8.4180,En instalaciones deportivas
2329,REAL CLUB GOLF de LA CORUÑA,CAFETERIA de la PISCINA del Real Club de Golf (en el hall),"CORUÑA, A",A CORUÑA,43.3038,-8.4180,En instalaciones deportivas
2331,GRUPO ERIMSA,Mina El Castillo (vestuarios),"ESTRADA, A",PONTEVEDRA,42.7762,-8.3673,En empresa privada
2333,BIDAFARMA Cooperativa Farmacéutica,Almacén BIDAFARMA LUGO,LUGO,LUGO,43.0322,-7.5336,En empresa privada
2334,LA VENECIANA S. A.,LA VENECIANA S. A. (en oficinas),LALIN,PONTEVEDRA,42.6780,-8.1366,En empresa privada
2335,BRAIS RAMOS LÓPEZ,Domicilio (uso personal),SAN CIBRAO DAS VIÑAS,OURENSE,42.3138,-7.8277,Otros
2336,Concello de GUITIRIZ,Pabellon polideportivo municipal,GUITIRIZ,LUGO,43.1818,-7.8918,En instalaciones deportivas
2337,Concello de Burela,Base de Proteccion Civil,BURELA,LUGO,43.6605,-7.3574,Protección civil (no amb.)
2338,Maria José Martín Díaz,Clinica Dental Maria Jose Martín,MONFORTE,LUGO,42.5202,-7.5147,En empresa privada
2339,DALPHI METAL ESPAÑA S. A.,DALPHI METAL VIGO (NAVE E),VIGO,PONTEVEDRA,42.2073,-8.7564,En empresa privada
2340,DALPHI METAL ESPAÑA S. A.,DALPHI METAL VIGO (NAVE A),VIGO,PONTEVEDRA,42.2053,-8.7563,En empresa privada
2343,Piscina Municipal de Fontecarmoa,PIscina municipal de Fontecarmoa,VILAGARCIA DE AROUSA,PONTEVEDRA,42.5841,-8.7751,En piscina pública
2344,Marcos Pérez Rivas,"CASA RURAL ""O TRISQUEL""","VEIGA, A",OURENSE,42.2662,-6.8954,En empresa privada
2345,Concello de BRION,Base de Protección Civil,BRION,A CORUÑA,42.8615,-8.6758,Protección civil (no amb.)
2346,CELSA ATLANTIC S. L.,CELSA ATLANTIC (Oficinas de Producción-AREA DE CALIDAD),LARACHA,A CORUÑA,43.2638,-8.6069,En empresa privada
2347,CIFP Anxel Casal,CIFP Anxel Casal (planta baja),"CORUÑA, A",A CORUÑA,43.3848,-8.4072,En centros docentes
2348,Mancomunidad concellos VALMIÑOR,Base del G. E. S. Val Miñor,NIGRAN,PONTEVEDRA,42.1360,-8.8039,Protección civil (no amb.)
2349,HIJOS DE RIVERA S. A. U.,FÁBRICA ESTRELLA GALICIA (sala servicio médico),"CORUÑA, A",A CORUÑA,43.3521,-8.4234,En empresa privada
2350,HIJOS DE RIVERA S. A. U.,"Edificio BCA (3º piso, sala de descanso)","CORUÑA, A",A CORUÑA,43.3533,-8.4232,En empresa privada
2351,GRUPO ERIMSA,Laboratorio Central ERIMSA,"CORUÑA, A",A CORUÑA,43.3563,-8.3947,En empresa privada
2352,LA VENECIANA GLASSOLUTIONS S. A.,LA VENECIANA GLASSOLUTIONS S.A. (en taller),MOS,PONTEVEDRA,42.2000,-8.6000,En empresa privada
2353,Universidad de Vigo,Facultad de Economicas y Empresariales (conserjeria),VIGO,PONTEVEDRA,42.1702,-8.6808,En centros docentes
2354,Universidad de Vigo,Facultade de Filoloxia (conserjeria),VIGO,PONTEVEDRA,42.1689,-8.6783,En centros docentes
2355,Universidad de Vigo,EDIFICIO POLITECNICO (conserjeria),OURENSE,OURENSE,42.3449,-7.8552,En centros docentes
2357,EULEN SEGURIDAD S. A.,CENTRO COMERCIAL AS TERMAS (EULEN seguridad),LUGO,LUGO,43.0377,-7.5685,Otros
2358,ALUDEC S. A.,ALUDEC INYECCION S.A. (oficina),PONTEVEDRA,PONTEVEDRA,42.4097,-8.5880,En empresa privada
2359,ALUDEC S. A.,ALUDEC COMPONENTES S. L. (recepción),PONTE-CALDELAS,PONTEVEDRA,42.4011,-8.5836,En empresa privada
2360,Piscina de VAL MIÑOR,"Piscina de VAL MIÑOR (recepcion, planta baja)",NIGRAN,PONTEVEDRA,42.1187,-8.8118,En piscina pública
2361,Club Deportivo AS PONTES,Campo de futbol CD AS PONTES (vestuarios),"PONTES, AS",A CORUÑA,43.4533,-7.8611,En instalaciones deportivas
2362,Colegio Divino Maestro,Colegio Divino Maestro (hall entrada principal),OURENSE,OURENSE,42.3559,-7.8646,En centros docentes
2363,GAMESA GEARBOX,GAMESA GEARBOX,OROSO,A CORUÑA,42.9781,-8.4366,En empresa privada
2364,GAMESA EOLICA S.L.,GAMESA EOLICA,SOMOZAS,A CORUÑA,43.5339,-7.9332,En empresa privada
2365,EULEN SEGURIDAD VIGO SA,Garita de Seguridad de la Isla de la Toja,"GROVE, O",PONTEVEDRA,42.4872,-8.8524,En empresa privada
2366,Concello de CURTIS,Base del G.E.S.,CURTIS,A CORUÑA,43.1255,-8.1417,Protección civil (no amb.)
2367,DS SMITH PACKAGING GALICIA S. A.,DS SMITH PACKAGING GALICIA S.A. (zona de máquinas auxiliares),VILAGARCIA DE AROUSA,PONTEVEDRA,42.5940,-8.7211,En empresa privada
2368,DS SMITH PACKAGING GALICIA S. A.,DS SMITH PACKAGING GALICIA S.A. (zona de ondulacion),VILAGARCIA DE AROUSA,PONTEVEDRA,42.5938,-8.7211,En empresa privada
2369,WARTSILA IBERICA s. A.,WARSTSILA IBERICA S. A. (enfermería),"PORRIÑO, O",PONTEVEDRA,42.1066,-8.6261,En empresa privada
2370,CEIP Eugenio López,CEIP Eugenio López (entrada principal),CEE,A CORUÑA,42.9588,-9.1941,En centros docentes
2371,LEVANTINA y ASOCIADOS MINERALES S. A.,LEVANTINA y asociados MINERALES S.A. (en caseta de control de acceso),"PORRIÑO, O",PONTEVEDRA,42.1094,-8.6144,En empresa privada
2372,DIRECCION PROVINCIAL SEPE (servicio público de empleo estatal),Direccion Provincial SEPE (planta baja),VIGO,PONTEVEDRA,42.2400,-8.7302,Administraciones o instituciones públicas
2374,Concello de BRION,Campo municipal de futbol,BRION,A CORUÑA,42.8602,-8.6772,En instalaciones deportivas
2375,Deputación Provincial de Lugo,Museo Provincial,LUGO,LUGO,43.0114,-7.5610,Administraciones o instituciones públicas
2376,Mc FIT CORUÑA S. L. U.,Gimnasio Mc FIT CORUÑA,"CORUÑA, A",A CORUÑA,43.3713,-8.3959,En instalaciones deportivas
2377,Martinez Otero COMPOSITES S. L.,MARTINEZ OTERO COMPOSITES S. L. (hall de oficinas),PADRON,A CORUÑA,42.7587,-8.6582,En empresa privada
2388,Mc FIT VIGO S.L.U.,Gimnasio Mc FIT VIGO,VIGO,PONTEVEDRA,42.2322,-8.7027,En instalaciones deportivas
2390,Deputación Provincial de Lugo,Edificio da Deputación Provincial LUGO,LUGO,LUGO,43.0130,-7.5567,Administraciones o instituciones públicas
2391,Colegio Salesianos-Divina Pastora,Colegio Plurilingüe Divina Pastora (conserjeria),LUGO,LUGO,43.0193,-7.5649,En centros docentes
2392,Concello de Maceda,Pabellón municipal de Deportes (entrada principal),MACEDA,OURENSE,42.2709,-7.6526,En instalaciones deportivas
2394,Colegio Santa María del Mar,Colegio Santa María del Mar (local de enfermeria),"CORUÑA, A",A CORUÑA,43.3352,-8.3888,En centros docentes
2395,AUTORIDAD PORTUARIA VILAGARCÍA,Edificio de la Autoridad Portuaria (planta baja),VILAGARCIA DE AROUSA,PONTEVEDRA,42.5938,-8.7755,Otros
2396,AUTORIDAD PORTUARIA VILAGARCÍA,Edificio de Control de Servizos e Emerxencias do Porto (planta baja),VILAGARCIA DE AROUSA,PONTEVEDRA,42.5938,-8.7755,Otros
2399,INDITEX Zara Logística (Arteixo),EDIFICIO INDITEX- COMEDOR,ARTEIXO,A CORUÑA,43.3147,-8.5036,En empresa privada
2400,INDITEX Zara Logística (Arteixo),EDIFICIO INDITEX- GIMNASIO,ARTEIXO,A CORUÑA,43.3140,-8.5030,En empresa privada
2401,INDITEX Zara Logística (Arteixo),"EDIFICIO de TECNOLOGIA INDITEX (planta 1, RECEPCION)",ARTEIXO,A CORUÑA,43.3132,-8.5027,En empresa privada
2404,Concello de SILLEDA,Campo de Futbol de Outeiriño,SILLEDA,PONTEVEDRA,42.7027,-8.2447,En instalaciones deportivas
2405,Concello de SILLEDA,Campo de Futbol de A Gandareira,SILLEDA,PONTEVEDRA,42.7338,-8.3002,En instalaciones deportivas
2406,Concello de Nigrán,"Casa do concello (edificio nuevo, planta 1)",NIGRAN,PONTEVEDRA,42.1413,-8.8069,Administraciones o instituciones públicas
2407,CRUZ ROJA DELEGACIÓN PROVINCIAL LA CORUÑA,Sede Cruz Roja Riveira,RIBEIRA,A CORUÑA,42.5585,-8.9895,Cruz roja (no amb.)
2409,BIMBA y LOLA S. L.,Almacenes BIMBA y LOLA (en control de seguridad),MOS,PONTEVEDRA,42.2294,-8.6077,En empresa privada
2411,T.E.P.S.A (Técnica de envases pesqueros),Nave de producción TEPSA,MURAS,LUGO,43.4634,-7.7267,En empresa privada
2414,VITRASA (VIGUESA DE TRANSPORTES),Nave central de VITRASA (en aula de formación),VIGO,PONTEVEDRA,42.2033,-8.7552,En empresa privada
2415,CONCELLO DE MUROS,Base del GES MUROS (planta baja edificio de la piscina municipal),MUROS,A CORUÑA,42.7877,-9.0669,Protección civil (no amb.)
2416,CPI San Vicente,CPI San Viecente (sala de profesores),"BAÑA, A",A CORUÑA,42.9605,-8.7638,En centros docentes
2418,Concello de A Coruña,Teatro Rosalía de Castro (entrada),"CORUÑA, A",A CORUÑA,43.3702,-8.3984,Otros
2421,Concello de Narón,Campo de futbol de San Mateo,NARON,A CORUÑA,43.5408,-8.2222,En instalaciones deportivas
2422,Concello de Narón,Centro Formativo Irmás Froilaz,NARON,A CORUÑA,43.4908,-8.1936,En centros docentes
2423,Colegio Ayala,Colegio Ayala (entrada principal),NARON,A CORUÑA,43.4995,-8.2054,En centros docentes
2424,SAINT GOBAIN WEBER S. A.,Saint Gobain Weber S. A.,MELIDE,A CORUÑA,42.8977,-7.9841,En empresa privada
2425,SUPERMERCADOS VEGO,Supermercados VEGO,"CORUÑA, A",A CORUÑA,43.3522,-8.4238,En empresa privada
2426,Concello de OURENSE,Casa Consistorial,OURENSE,OURENSE,42.3355,-7.8660,Administraciones o instituciones públicas
2427,Concello de OURENSE,Auditorio Municipal,OURENSE,OURENSE,42.3377,-7.8621,Administraciones o instituciones públicas
2428,Concello de OURENSE,"Centro de conocimiento ""La Molinera""",OURENSE,OURENSE,42.3309,-7.8691,Administraciones o instituciones públicas
2429,BALLESOL,Residencia BALLESOL (comedor),OLEIROS,A CORUÑA,43.3333,-8.3166,En empresa privada
2430,"Base Militar ""General Morillo""","Base Militar ""General Morillo""",VILABOA,PONTEVEDRA,42.3833,-8.6531,Otros
2431,"Base Militar ""General Morillo""","Base Militar ""General Morillo""",VILABOA,PONTEVEDRA,42.3836,-8.6333,Otros
2432,"Base Militar ""General Morillo""","Base Militar ""General Morillo""",VILABOA,PONTEVEDRA,42.3836,-8.6333,Otros
2433,"Base Militar ""General Morillo""","Base Militar ""General Morillo""",VILABOA,PONTEVEDRA,42.3836,-8.6333,Otros
2434,COFRADÍA PESCADORES DE NOIA,Lonxa do Freixo,OUTES,A CORUÑA,42.7932,-8.9454,En empresa privada
2435,COFRADÍA PESCADORES DE NOIA,Lonxa de NOIA,NOIA,A CORUÑA,42.7907,-8.9099,En empresa privada
2436,REAL CLUB CELTA S.A. D.,Sede del CELTA S.A.D. (planta 4º oficinas),VIGO,PONTEVEDRA,42.2363,-8.7219,En empresa privada
2440,CENTRO EDUCATIVO SALESIANOS OURENSE,Colegio María Auxiliadora-Salesianos (gimnasio),OURENSE,OURENSE,42.3437,-7.8671,En centros docentes
2441,"CEAMSA (Compañía española de algas marinas S. A,)",CEAMSA,"PORRIÑO, O",PONTEVEDRA,42.1233,-8.6264,En empresa privada
2442,IES Alexandre Bóveda,IES Alexandre Bóveda (pasillo conserjería),VIGO,PONTEVEDRA,42.2152,-8.7502,En centros docentes
2443,CENTRO RESIDENCIAL DOCENTE OURENSE,CRD de Ourense (conserjería),OURENSE,OURENSE,42.3194,-7.8580,Otros
2445,Concello de AMES,Pabellon Municipal do MIlladoiro,AMES,A CORUÑA,42.8450,-8.5836,En instalaciones deportivas
2446,Concello de AMES,Pabellon Municipal de Bertamirans (hall entrada principal),AMES,A CORUÑA,42.8666,-8.6591,En instalaciones deportivas
2447,Concello de AMES,Campo de futbol do Milladoiro (conserjeria),AMES,A CORUÑA,42.8533,-8.5830,En instalaciones deportivas
2448,ESPACIOS TERMOLÚDICOS S.A. TERMARIA Casa del Agua,"TERMARIA-CASA DEL AGUA, 2º planta (en recepción)","CORUÑA, A",A CORUÑA,43.3688,-8.4197,En empresa privada
2449,ESPACIOS TERMOLÚDICOS S.A. TERMARIA Casa del Agua,"TERMARIA-CASA DEL AGUA, 2º planta (en piscina-talaso)","CORUÑA, A",A CORUÑA,43.3688,-8.4197,En empresa privada
2450,REAL CLUB CELTA S.A. D.,"Sede del CELTA S.A.D. (planta 3, Clinica)",VIGO,PONTEVEDRA,42.2363,-8.7219,En empresa privada
2451,REAL CLUB CELTA S.A. D.,"Sede del CELTA S.A.D. (planta 1, Salón Regio)",VIGO,PONTEVEDRA,42.2363,-8.7219,En empresa privada
2452,REAL CLUB CELTA S.A. D.,"Sede del CELTA S.A.D. (planta 0, TIENDA)",VIGO,PONTEVEDRA,42.2363,-8.7219,En empresa privada
2453,REAL CLUB CELTA S.A. D.,"Sede del CELTA S.A.D. (planta 2, RESIDENCIA)",VIGO,PONTEVEDRA,42.2363,-8.7219,En empresa privada
2455,Concello de ALLARIZ,Complexo Deportivo de Vilanova_ piscinas municipais,ALLARIZ,OURENSE,42.1917,-7.8028,En instalaciones deportivas
2456,Concello de CARBALLEDA DE AVIA,Concello de Carballeda de Avia (entrada principal),CARBALLEDA DE AVIA,OURENSE,42.3197,-8.1641,Administraciones o instituciones públicas
2457,Ebanisteria ALLARIZ S. L.,"Ebanisteria Allariz S. L. (planta baja, hall)",ALLARIZ,OURENSE,42.1902,-7.8016,En empresa privada
2458,Concello de Vigo,"PARQUE DE SERVICIOS ""Santa Cristina"" (planta baja)",VIGO,PONTEVEDRA,42.2261,-8.6972,Administraciones o instituciones públicas
2459,Concello de Vigo,Edificio do concello,VIGO,PONTEVEDRA,42.2359,-8.7292,Administraciones o instituciones públicas
2460,CEIP Barrié de la Maza,CEIP Barrié de la Maza (entrada principal),SANTA COMBA,A CORUÑA,43.0336,-8.8163,En centros docentes
2461,TRISON EUROPE S. L. U.,TRISON EUROPE TALLER (planta baja),SADA,A CORUÑA,43.3124,-8.2839,En empresa privada
2462,TRISON EUROPE S. L. U.,TRISON EUROPE OFICINAS (sótano -1),SADA,A CORUÑA,43.3124,-8.2838,En empresa privada
2463,TECHNIP IBERIA S. A.,TECHNIP IBERIA S. A. (oficinas),"CORUÑA, A",A CORUÑA,43.3540,-8.4222,En empresa privada
2464,Deputación de Pontevedra,Castelo de Soutomaior (vestíbulo principal),SOUTOMAIOR,PONTEVEDRA,42.3298,-8.5703,Administraciones o instituciones públicas
2465,MARSAN TRANSFORMACIONES S. L. U.,MARSAN TRANSFORMACIONES S. L. U. (entrada principal),VIGO,PONTEVEDRA,42.1787,-8.7101,En empresa privada
2466,BENTELER AUTOMOTIVE S. L.,Benteler Automotive S. L. (almacén),VIGO,PONTEVEDRA,42.1753,-8.7118,En empresa privada
2467,CUALTIS S. L. U.,CUALTIS S.L.U. (recepción),VIGO,PONTEVEDRA,42.2114,-8.7491,En empresa privada
2468,EXPOURENSE,EXPOURENSE (en enfermería),OURENSE,OURENSE,42.3159,-7.8653,Otros
2469,Concello de Vigo,"Edificio do concello, Jefatura de Policia Local planta -1",VIGO,PONTEVEDRA,42.2358,-8.7291,Administraciones o instituciones públicas
